fecha	hash_original	hash_nuevo	corto_original	corto_nuevo	asunto
2026-08-31	e0031c074be9f132278027090d44351229dc0509	d9c4813489809e54b5f40c01bdb7d728de82ef78	e0031c0	d9c4813	feat: eval-set y baseline de recall sobre bsuite-repo, con el umbral de decisión de las olas 5 y 6 (5.0)
2026-08-31	ecee88c18d71b344cc9122221bbb1721565e0fec	9fa48a0714aa13d63164fc69bf7f76a5c2da9971	ecee88c	9fa48a0	docs: registrar el invariante de direccion de bloqueado_por
2026-08-31	f574303cabbf434763f1f06872a8ff3c3fb09aa0	2e1ad5adbcbfa86b3dc228746c832f3baa428c9e	f574303	2e1ad5a	docs: documentar rag eval en la guia de la CLI
2026-08-31	fb344249d2c17190f079491235a9928849082e22	4e1519720ccb13795fefdadddd2a3714353c9f7c	fb34424	4e15197	feat: RetrievalResult declara la escala de su score y el invariante de orden del rerank (4.9)
2026-09-02	03db9c2ebf72b73b5f5c6d93653b9c7c7f1ca141	9c5954638bde398d6c47f8caf9a3710054d1c649	03db9c2	9c59546	fix: preserva el espacio antes de ':' en la declaracion de tipo indexada (5.g, bloqueado)
2026-09-14	1d0def2329fbeb1077e604bac4ca1c73497043be	d06bd915e2c457ba92c964ce9e0c6fe78af1cfd0	1d0def2	d06bd91	5.f.4: harness de integracion HTTP con los 4 actores contra Api/Program.cs
2026-09-14	1f008e5f94ed8e499c1ad41790cd2f9b40d23fcc	2d301d3eeae22fcb7d59aa5445f03fee79600d2a	1f008e5	2d301d3	5.f.2: verificar migracion de manifiestos antiguos sin publicacion por defecto
2026-09-14	25503b76a1195df8b62ba15cd28054491ccc869f	d800129da20ae6abe1e5a0654300a0af2b5b0fe1	25503b7	d800129	11.2: experimento causal 3 brazos (256/128/512) sobre ventana del embedder — resultado nulo
2026-09-14	378a51e72e98a59e3dd696b776968265a070bebb	69735967a7a5234ec6de5750b26d75e31fd8bd58	378a51e	6973596	11.5: calibrar chars/token por lenguaje contra tokenizador real (cl100k), sin tocar geometria de chunking
2026-09-14	478ce6bafa4c579c13db5ef6f95ae3d663c15fa4	5858cab9d6925b81b5e089a4935bd54aedbd646d	478ce6b	5858cab	5.f.1: persistir y validar CollectionManifest (esquema, sin ACL)
2026-09-14	5b699c85ba2277a1dd8074fae7bb9a68deb1473a	60c6d699e8224bac8a0cb6c1acd5919d4b57ab15	5b699c8	60c6d69	fix(5.h): conserva el filtro corto como opt-in al no superar el criterio de recall
2026-09-14	64a1364f72a121ed80adf4d4967cb3bc99910def	ad95858c74c2534fa97641846f43e2c1c5099505	64a1364	ad95858	docs: unifica el flujo del ledger y el aislamiento por item entre asistentes
2026-09-14	6b1e3ca299b4cd3402c7d56c06042e0f624a7320	c7c83b5777276c708d356ba336aadc84dc94bf23	6b1e3ca	c7c83b5	docs(plan): reconcilia propuestas y bloqueos con el contrato real de arnes-plan
2026-09-14	8c1e978aafbde45c697fd65385c33de0fed4d353	f34c3f17c1d3b94751f4aea725ebb7a88028a4f7	8c1e978	f34c3f1	11.4: ratificar control post-5.h/pre-simbolos y umbral de salto de Ola 6
2026-09-14	b093868e3f98185cc13476d249c194776765d07c	f07756f10930183c2e3cf5ac577fca932c12d773	b093868	f07756f	5.f.3: implementar autorizacion ACL sobre RequiredScopes/Tenants y modo local
2026-09-14	bcf8a9f61e0b7fb8991c73017c99738e4af43b4a	4138736bef6aa182f4729fd00815fafeeb8d595d	bcf8a9f	4138736	5.b: implementa resumen por archivo/tipo (opt-in) y bloquea el A/B por drift de fuente
2026-09-14	d7dd9cda8281883570700a251f5af19e8d7c4486	3c1d3fde03efa38c019781993904fa27c734b2a5	d7dd9cd	3c1d3fd	11.1: instrumentar tokens reales, descartados y truncamiento con tokenizador efectivo
2026-09-14	e6d0a31f94aff26582ca51eef6ae244084b84871	0b2c9ee6d9ef1dd1893864966e25818ea40f1ae4	e6d0a31	0b2c9ee	plan: desglosar 5.f-revivir-collection-manifest en 5.f.1..5.f.4
2026-09-15	0efed0d645ebdcc6b8040f1b03aa74d3344aee4a	f652d98d5157ccbf083a1725e70f90246a0e9fd5	0efed0d	f652d98	7.d: investigar corte adaptativo de ruido vs min_score/top_k fijo
2026-09-15	34e360abc00a53c18c48e1592af19a734f530094	c73af4b64d52152b137d3c7c11d1ec6678a96690	34e360a	c73af4b	5.d: payload e índice de símbolos (defined_symbols/consumed_symbols)
2026-09-15	3d33d6a23e5f2f6f38f0d02cdb62671a3942ffa5	9f585244819e1191d5726a47e9dd6678d09203a4	3d33d6a	9f58524	infra/bench: versionar el arnés de capacidad de inferencia
2026-09-15	5a956453d32b0bc3dcab4ded02e7df0fc2e2203b	5149667ca651706a732ae2741a017d5cbfc22496	5a95645	5149667	7.a: perfil de recuperacion por coleccion (fusion, min_score, rerank, two_hop, familia de prompt, top_k)
2026-09-15	6411a6e6e253c36bd92add82bab3fc0663fc845c	ad345410021eb5788992aba391932110b12f79cb	6411a6e	ad34541	6.a: expansión por símbolo (two-hop) implementada, evaluada y NO promovida
2026-09-15	6ca31f983b78a81eeeff062bff411ca7f03af05c	6472bcc750bff1edb877506d4db80dc71266f8dd	6ca31f9	6472bcc	ledger: agrega item 5.i-resumen-por-archivo-selectivo (granularidad hibrida)
2026-09-15	887f5d20cca594ca4e8738ab12d49872b53fa5dd	89e030e22315057e58957f746a8075c974aaba64	887f5d2	89e030e	6.b: presupuesto de latencia del segundo salto medido, dentro del margen
2026-09-15	8919980d50e0313f9757d13b44e3779fa275946a	da04f1993acf561d62c8df98a0de6267e1a80324	8919980	da04f19	6.d: medir precisión del join por nombre del two-hop (24/30 colisiones por homónimo)
2026-09-15	9a6e0050310912e55134fc020caf8841faf6de48	c5b90b5c330b3297768a04448cfeb78e42f03014	9a6e005	c5b90b5	5.h: A/B de tres bandas confirma sin regresion neta de recall; cierra decision de promocion
2026-09-15	9aaa1e7d083dba3713a9e699ca4be4388a085c29	b15972f0d41bc7fc1d2d3f878018c4f476919057	9aaa1e7	b15972f	5.e: tenant explicito en payload + reingesta a ChunkingContract v3 + rebaseline
2026-09-15	9c5315e718c8b3ede3188b5f1e64cdc536fa200b	9602a5cceb2a5cf216e55f359396ec620418bd46	9c5315e	9602a5c	ledger: agregar por_que_este_modelo faltante en 7.d-investigar-corte-adaptativo-de-ruido
2026-09-15	a5222e53b56cb9b76f93da226182e7bd17f265a4	32b92d994fded3b460d1ae54eed54e4a3cc0b35e	a5222e5	32b92d9	6.c: preguntas de salto ViewController/BO->Servicio/Regla en bsuite-repo.eval-set.json
2026-09-15	a624fff0000706b7b5fab1b68d363d8d49e8ff86	f83062a492bab516be5dd20686d0e8e968514035	a624fff	f83062a	5.b: A/B real sobre bsuite-repo — PerFile refutado (perdida neta 12 @10, umbral <=1)
2026-09-15	af7801ba879ad0fbce8aea9d7eade6c05cdf6668	818892439b831b51ce8f765a023edc485291ce24	af7801b	8188924	7.c: quitar rerank=true como default silencioso de la API
2026-09-15	b8efe4be8abc9e1678430a5a4e742bc87359877f	89eecbdfe9e94032022a0f8e69d633a1a7efb701	b8efe4b	89eecbd	ledger: descarta 5.i-resumen-por-archivo-selectivo antes del Gate 0
2026-09-15	f64248338c7206e0b732b57f3870385d658788af	9ba0e14d427acf389a685f192c085871eefc6a96	f642483	9ba0e14	7.b: cerrar fuga de existencia y visibilidad en /api/collections
2026-09-17	16a1df950175ac7c1cf14200d68289ecb16fb9d4	70cd3f5b682a50c30f533d254cee40c107628e33	16a1df9	70cd3f5	Corrige 14.1: evita throttling de launchd y exige evidencia del scheduler
2026-09-17	2d02a517fb614d0a486076e179751397d8ac2e54	3a67bd972d011a69c3ddd0fe68853cd6081981d2	2d02a51	3a67bd9	12.1: validar TopK/MinScore, rate limiting por actor, API key en Qdrant y cierre de superficie HTTP
2026-09-17	30ff63a65c9735edf96766a8a9c14993d7c68139	df62f2eaec80b99d64c4034a6eb88c5be4cca73c	30ff63a	df62f2e	12.9: minimizacion de logs operativos y retencion diferenciada de auditoria
2026-09-17	36a9baacebd0eba6f96d9e5b904d93f16722ed3e	40331a0b67e5d4407e9bb2272859acc9626bf36e	36a9baa	40331a0	Documentar reentrada de portabilidad x64
2026-09-17	4245a22616a316790c646b418e36c2e689c40c58	a468b2abae8c630511038cee7923eae689c7c323	4245a22	a468b2a	Implementa 14.1: eval nocturno local con alarmas y procedencia verificable
2026-09-17	45bdbce42b0ca769eea6f570bb6b36f3e6ae047e	58db927424ba58c8059f64d5015094a763abfa97	45bdbce	58db927	9.1 (nucleo): contexto autorizado obligatorio + puertos escritura/admin + filtro tenant/modulo
2026-09-17	6a459f8972097e11bc6bb9bce5040c7bffd7e160	e216d585cf63c7a7749a221b32340cbd70522aff	6a459f8	e216d58	9.5: guardia de arquitectura para direccion de dependencias
2026-09-17	7b475117ec61f3a8a0161e55514ad735964ee5fa	4706d80fd5e8a9ef3ba07cba1faf0b44692c1a6a	7b47511	4706d80	12.11: auditoria local durable con actor local_operator explicito
2026-09-17	819283357a56df9a6eea9d37aef8f499debd456d	3279b268387acf77ec31a2cc534e226388d7b06c	8192833	3279b26	refactor(9.3): compartir fuentes y veredicto sin duplicar retrieval
2026-09-17	8f3abb89ea8475a4eb0aac2e6a2972e262771852	6f9473748fa9d7184dea597a154692d2f6d47427	8f3abb8	6f94737	9.8: mover OllamaOptions de Extensions a Domain, romper dependencia inversa
2026-09-17	94c87557610748309695b3e8aded1d069fca0619	fee622a57c466d6845fa58957a09b977d985572d	94c8755	fee622a	9.1: verificar reanudacion y registrar equivalencia pendiente por empates
2026-09-17	9690c49afbde5806e4859636623247234639efc8	66e8eba184780b71cc75752bab6e935fcfbf96ae	9690c49	66e8eba	9.1 (correccion): frontera exacta de segmento en filtro de modulo; contrato de compilacion sin falso positivo
2026-09-17	994540b6003557078b633bcbd1a84d466f6aac5f	13a2cd03dbc07ebc48f5fe4db3046af9fad04075	994540b	13a2cd0	9.1.1: estabilizar desempates antes de los cortes y demostrar equivalencia A/B
2026-09-17	a1d3ca71b158aaff8ca1b8b67ad25e8c082ffb2e	e08f69990c1a0c5d8aa6da153d3dbffb519f3b97	a1d3ca7	e08f699	8.e: resiliencia Polly para el camino de generacion conversacional (Ollama)
2026-09-17	a77c41f5835f9b7cbecf0299216dee81c0f66a95	ff7c6f2ee0e06287f95006080a54ba2cf45fb26a	a77c41f	ff7c6f2	9.1: cerrar tras confirmar condicion de reentrada (9.1.1 hecho + evidencia A/B viva)
2026-09-17	ad91fceb8fc52391e5ac5b5e5ce6314496178e08	ca39a966cf3fd5be8420b590ad0fab5b13ce9a79	ad91fce	ca39a96	9.2: reencaminar Api/Cli a puertos IVectorStoreAdmin, sin QdrantClient en los hosts
2026-09-17	bb9b11fb4477f7a34fe4452bd7e242c26d334ada	45e90db77b0434268b18340908d4582350eb74d5	bb9b11f	45e90db	8.g: fuente unica de RetrievalFusion y gate entre Api y Cli
2026-09-17	c5985120b37bbbf7d84c21ae9c4ba10d46f41230	6c5e8475ecacf8dc0f3555fd4b16308c70c670e9	c598512	6c5e847	plan: preparar 9.1.1 y trazar el bloqueo del cierre de 9.1
2026-09-17	c7f9cac0859d30f3f1298db6bf10c6b735c01e25	ccc7da73712543cf16088e9298ae50404d90d00f	c7f9cac	ccc7da7	12.8: perfil de transporte publicado (credencial + TLS obligatorios al arrancar)
2026-09-17	cdfa9812b81add34c8eae49a8bc9634a2c1ab1a5	f306f51430af880f7d818cce477bd241c37b2310	cdfa981	f306f51	refactor(9.4): extraer ISummaryCache como puerto de la capa de aplicacion
2026-09-17	d763c6fc485ff0a0a1a3a2dda84b9fb0af4a75b4	b676b61722187dee2008e7d78760e5e1df7b4b99	d763c6f	b676b61	8.f: identidad de chunk sin ruta absoluta
2026-09-17	e639a66ebf420ef04bc2923fa4ad189c58f6c6f5	acf855415eb4c60241d6346ddfaa18441725dec5	e639a66	acf8554	9.7: núcleo único de fusión RRF ponderada compartido entre producción y calibración
2026-09-17	e8d0c3a0e1c2e5fe8865f3a7fd387d3e944648bc	2d68acf7e9d0c583a1f79589d3ab1163c1274b6f	e8d0c3a	2d68acf	docs(9.6): vocabulario de puertos agnostico de adaptador
2026-09-17	f27ed4ce1c48b1f0c8a7fa19d5d0cf41a998bd6f	50ae26572f8f631505fa7e58725587dcf55168cb	f27ed4c	50ae265	Exporta las métricas existentes vía OpenTelemetry configurable (13.3)
2026-09-17	fcf378e4078b57ae406f27b0198ba6422e94d33e	811d52309e46f3b154806d906ed6e093b5011dbf	fcf378e	811d523	8.c: bloquear formato diagnostico de 4 bloques, modelo local no lo adopta
2026-09-17	fe26c1dd242db589b35a0522a7b2977283621056	610b930c53417d2ddcd47d4b32ac0c0023415a76	fe26c1d	610b930	Vincula el gate al binario efectivo y exige evidencia emparejada (12.10)
2026-09-18	0a1a48ece8655f7ce8c3c5cf628825c791c16195	a84955c380c248e427502a438be9dc0f828cee31	0a1a48e	a84955c	15.3: inventariar formatos no ingeribles en el corpus de negocio autorizado
2026-09-18	1743ec3ae6450c5db611fb52f9d894d86c93df3a	f84749fa2c65b5ff9f1f5cf301744f7ff110e52d	1743ec3	f84749f	14.2: add CI warning fixture and local verification script
2026-09-18	262e9f231c82bed0d70c328ae29c3899b9b610e1	de41312956ba5e036205822743f9266099b80fa6	262e9f2	de41312	14.2: marcar como hecho en ledger tras agregar fixture, script y actualizar CI
2026-09-18	43e71d81256b6b4e82569f6187b167626b2ccb78	26cdcc10e5a426671a8675f29d8c9c50fed704a3	43e71d8	26cdcc1	14.2: run warning verification and emit GitHub annotations in CI
2026-09-18	6f9eca9537b82e58a16d597887cc8e27bc1a3b66	daaee56d59a93829d30bb73db24a271233b562ed	6f9eca9	daaee56	14.2: include CI warning fixture in RagEngine.Core.Tests
2026-09-21	014625d4163181268d49ec2091e2ebe3d03494f6	908ab14c7a394fce8d3650417bc33d0b06b89000	014625d	908ab14	feat(13.1): persistir corridas y estado por documento de ingesta
2026-09-21	236580d5c1f5f90b56a28d6f6855ed3ae99a7dd5	e50af3f5eea636d388d2eb2fa670567b4f7ae3ce	236580d	e50af3f	13.4: correlacionar cada turno con spans de retrieval/rerank/gate/contexto/generacion
2026-09-21	36889d9b36af4e75b439d36bfeed43322c0bffcf	ee4522d527e54d3d7de4775683af1a6f86420575	36889d9	ee4522d	5.g: revertir a bloqueado, gap real entre decision de 5.h y ejecucion de 5.e
2026-09-21	56b0c7a49ee1e901d96582e6c8000cd9e9b8ba47	650065235a657aad5f09fe35d6fd0890ab6c516a	56b0c7a	6500652	docs(modo-simple): medir Opción C con gemma4:26b, descartada con evidencia
2026-09-21	c7d6173106a9d32e12f5bfb4a9b6cabcec0db102	ecdba398d0a119feb5968293b6f7503fdda9b0c4	c7d6173	ecdba39	Preparar preflight de 15.1 y registrar bloqueo por coste no autorizado
2026-09-21	f8ef366f4451554a8a5cb549f887fa2e1d69911e	9e972a7bec79aee15b6d93566f96120f6446a874	f8ef366	9e972a7	Prepara el oraculo 15.2.1 y congela el comparador antes de los prototipos
2026-09-22	d319a21014c688894d0227181ca64053aff3caf7	246472273a007a2604437036caf58a38d3378bea	d319a21	2464722	15.2.2: medir las tres alternativas locales de resolución y cerrar con hipótesis nula
2026-09-23	2543a658ba02bd38b3020188dd0a2735c36cf725	dbc78badd069958cd9dafb2a6464b0d061db7d2a	2543a65	dbc78ba	Registra la Ola 19 de traslado: retirar eval-nocturno y respaldar logs, estado local, modelos y Qdrant con verificacion antes de salir de esta maquina
2026-09-23	9889f7bfab69e00177f80bfea820490bfb1666b1	912ba181d1bc0dc4de832a48f5a2277fec2b3928	9889f7b	912ba18	Registra la decision del Mac mini como servidor de IA dedicado: el servidor pasa a Servidor.IA y aqui queda la medicion del contexto de los prompts (18.1)
2026-09-23	e74ea47f82eeb1e518c6d9d68d1b062550d46437	b1408bf8fa6d4363fe2c233e99e034374b3ccd0b	e74ea47	b1408bf	Registra 19.6: el CI falla en cada push por tests que necesitan Qdrant y modelos en el runner, mas cinco defectos propios de los tests
